"","year","month","day","hour","generation.biomass","generation.fossil.brown.coal.lignite","generation.fossil.gas","generation.fossil.hard.coal","generation.fossil.oil","generation.hydro.pumped.storage.consumption","generation.hydro.run.of.river.and.poundage","generation.hydro.water.reservoir","generation.nuclear","generation.other","generation.other.renewable","generation.solar","generation.waste","generation.wind.onshore","total.load.actual","price.actual"
"20227","2017","04","22",19,218,270,3635,2778,203,177,1000,1337,7076,15,98,1587,322,3613,24923,56
"20228","2017","04","22",20,222,293,3589,2809,203,177,1043,2526,7080,15,99,636,322,3661,25752,57.62
"20229","2017","04","22",21,228,273,3529,2875,203,8,1070,4635,7083,15,98,271,317,3901,28379,61.14
"20230","2017","04","22",22,226,291,3460,2843,204,35,1066,4472,7085,15,102,176,323,3881,27255,60.88
"20231","2017","04","22",23,229,271,3677,2750,204,112,1043,3112,7087,15,104,67,324,3710,25442,58.36
"20232","2017","04","23",24,230,236,4524,2677,202,284,987,1832,7087,15,105,43,327,3496,23956,58.64
"20233","2017","04","23",1,234,226,4920,2643,202,551,962,1136,7089,15,105,30,325,3356,22368,57.62
"20234","2017","04","23",2,233,226,4661,2625,202,635,937,673,7090,15,104,28,326,3014,21264,56.95
"20235","2017","04","23",3,228,226,4601,2600,202,750,940,700,7093,14,105,29,311,2645,20636,56.84
"20236","2017","04","23",4,225,214,4577,2631,199,750,921,601,7095,14,104,28,317,2353,20200,57.01
"20237","2017","04","23",5,226,238,4387,2709,202,750,923,582,7096,14,104,28,327,2147,20059,56.9
"20238","2017","04","23",6,230,263,4485,2789,202,748,920,615,7096,14,104,28,318,1981,20368,57.02
"20239","2017","04","23",7,228,250,4360,2726,204,934,924,646,7095,14,104,74,307,1788,20121,57.11
"20240","2017","04","23",8,227,216,4481,2673,204,1107,939,817,7095,15,101,550,300,1605,20806,57.64
"20241","2017","04","23",9,227,226,4391,2900,204,849,939,1026,7094,15,103,1514,298,1374,22782,58.21
"20242","2017","04","23",10,225,234,4254,2979,203,605,930,1319,7093,14,101,2674,303,1384,24210,55.69
"20243","2017","04","23",11,225,226,4348,3069,203,409,921,1033,7091,14,100,3878,299,1525,24800,56.21
"20244","2017","04","23",12,226,211,4030,3007,200,565,935,1100,7084,14,100,4612,295,1772,25019,55.7
"20245","2017","04","23",13,225,235,4067,3071,198,593,948,901,7082,14,102,4958,302,1960,25238,56.07
"20246","2017","04","23",14,223,253,4080,3016,200,700,951,797,7079,14,101,4967,299,2082,24988,55.6
"20247","2017","04","23",15,227,238,3968,2899,196,1362,947,675,7076,14,101,4800,295,2213,23825,48.02
"20248","2017","04","23",16,236,235,3827,2892,176,1476,948,666,7074,14,99,4356,293,2305,23080,46.41
"20249","2017","04","23",17,230,235,3771,2868,185,1458,933,551,7072,14,102,3775,296,2455,22724,46.66
"20250","2017","04","23",18,233,246,3853,3036,187,1470,961,621,7073,14,99,3016,301,2465,22739,46.88
"20251","2017","04","23",19,229,247,3827,3075,194,592,974,1083,7076,14,98,2011,300,2677,23315,54.36
"20252","2017","04","23",20,228,250,4276,3009,198,142,1015,2415,7079,16,101,830,303,2796,24665,57.76
"20253","2017","04","23",21,232,275,4556,3079,201,106,1030,3498,7083,16,98,381,302,3096,27200,62.19
"20254","2017","04","23",22,234,285,4674,3074,212,106,1008,3315,7082,15,99,238,304,3320,26616,60.73
"20255","2017","04","23",23,226,277,4988,3043,208,106,1005,2439,7082,15,98,114,308,3378,25176,57.11
"20256","2017","04","24",24,233,257,4847,2981,213,106,975,2004,7081,15,96,57,316,3033,23498,59.01
"20257","2017","04","24",1,236,267,4871,3099,214,106,944,906,7084,14,95,43,313,2512,21949,56.57
"20258","2017","04","24",2,225,238,4693,2952,215,1,925,701,7086,14,99,37,311,2177,21249,55.51
"20259","2017","04","24",3,221,228,4645,2967,217,45,905,623,7087,15,97,35,316,1989,20840,53.05
"20260","2017","04","24",4,221,235,4659,2885,203,222,900,650,7091,16,95,35,316,1809,20590,53.01
"20261","2017","04","24",5,225,262,4736,3046,202,210,916,782,7093,16,91,34,313,1611,21188,57.24
"20262","2017","04","24",6,226,268,4487,3143,194,104,933,2350,7093,17,97,34,297,1330,23466,59.58
"20263","2017","04","24",7,227,270,4905,3181,212,0,956,2703,7093,17,97,80,296,1186,25797,62.73
"20264","2017","04","24",8,233,268,5103,3177,236,0,1045,4736,7095,17,99,586,296,968,27684,64.02
"20265","2017","04","24",9,231,269,4914,3328,229,0,1073,5526,7096,17,98,1528,291,668,28997,64.51
"20266","2017","04","24",10,229,269,4940,3364,233,0,1068,5217,7095,16,97,2595,274,642,29373,64.52
"20267","2017","04","24",11,222,270,4875,3485,243,0,1069,5103,7090,16,96,3446,280,867,29699,64.59
"20268","2017","04","24",12,232,269,4831,3522,247,0,1042,4534,7088,16,100,4039,279,1189,29861,63.98
"20269","2017","04","24",13,231,269,4951,3516,243,6,1052,3554,7084,25,91,4231,273,1590,29834,63.49
"20270","2017","04","24",14,232,260,4998,3426,248,55,1028,2641,7080,16,94,4110,287,2197,29082,62.34
"20271","2017","04","24",15,229,284,5041,3422,248,102,1029,1878,7078,24,95,3628,271,2744,28371,60.7
"20272","2017","04","24",16,228,343,5042,3438,247,262,1009,1971,7076,26,99,3138,270,2979,28171,59.43
"20273","2017","04","24",17,229,345,4933,3417,246,208,997,1905,7073,26,99,2600,284,3343,28076,60.13
"20274","2017","04","24",18,228,413,5021,3398,246,208,1015,2260,7067,27,98,1753,288,3246,27764,59.14
"20275","2017","04","24",19,232,440,5127,3411,242,105,1019,2647,7067,27,99,875,294,3159,27826,61.21
"20276","2017","04","24",20,234,464,5101,3478,234,0,1052,4225,7069,27,101,260,273,3277,29048,63.19
"20277","2017","04","24",21,235,476,5161,3350,250,0,1043,4933,7077,19,99,57,277,3475,30811,65.52
"20278","2017","04","24",22,237,484,5336,3226,255,0,1014,4235,7080,15,98,42,294,3379,28788,62.57
"20279","2017","04","24",23,231,467,4875,3111,254,25,975,2589,7080,15,99,42,287,3214,26236,61.15
"20280","2017","04","25",24,234,436,4383,3017,233,73,948,2180,7082,15,99,41,295,3588,24826,59.52
"20281","2017","04","25",1,231,406,4483,2864,231,109,929,962,7085,15,96,34,297,3328,23523,56.37
"20282","2017","04","25",2,231,412,4462,2888,235,239,918,992,7084,15,97,33,299,2979,22736,54.76
"20283","2017","04","25",3,217,423,4298,2935,231,348,903,889,7084,16,97,32,293,2963,22431,52.39
"20284","2017","04","25",4,212,415,4165,2973,232,256,899,814,7083,16,97,32,283,2872,22352,50.55
"20285","2017","04","25",5,218,410,4198,3020,235,208,902,731,7085,16,95,31,284,2958,22793,53.9
"20286","2017","04","25",6,219,419,4813,3026,240,91,931,1649,7086,17,95,26,284,2712,24937,56.16
"20287","2017","04","25",7,223,434,4988,2849,248,0,963,3345,7086,18,96,96,281,2710,27855,60.56
"20288","2017","04","25",8,231,447,4724,2958,253,0,1042,5032,7087,17,96,383,274,2575,29897,64.07
"20289","2017","04","25",9,230,469,4971,3030,249,0,1071,6024,7087,16,97,987,283,2231,31059,65.52
"20290","2017","04","25",10,229,469,5077,3082,246,0,1053,5756,7086,36,102,1718,279,2105,31359,63.48
"20291","2017","04","25",11,234,455,5117,3089,249,0,1146,4704,7085,66,101,2395,276,2841,31416,62.92
"20292","2017","04","25",12,240,457,4920,3092,247,0,1082,4366,7085,65,102,2753,267,3541,31582,62.5
"20293","2017","04","25",13,249,459,4754,3086,249,0,1064,3470,7081,55,101,2980,259,4371,31532,61.63
"20294","2017","04","25",14,249,440,4474,3059,246,0,1021,2260,7077,13,100,3176,260,5058,30493,57.97
"20295","2017","04","25",15,247,436,4346,2973,251,0,1039,1528,7072,16,101,3239,258,5532,29877,51.78
"20296","2017","04","25",16,251,423,4326,2971,262,125,1006,1024,7070,22,100,2889,267,6781,29834,48.14
"20297","2017","04","25",17,255,422,4377,2970,264,288,1000,825,7058,27,101,2567,269,7628,29781,47.93
"20298","2017","04","25",18,254,425,4580,3001,264,227,1016,948,7055,27,102,1916,266,7827,29443,47.36
"20299","2017","04","25",19,259,421,4836,2964,263,2,1061,789,7062,28,103,980,279,8023,29638,50.36
"20300","2017","04","25",20,264,412,4959,2962,266,0,1105,1430,7069,28,102,260,284,7902,30596,55.86
"20301","2017","04","25",21,262,410,4988,2982,269,0,1105,3151,7070,27,104,41,282,7997,32050,60.19
"20302","2017","04","25",22,251,412,5021,2880,271,0,1105,1924,7072,12,105,39,285,7634,29587,58.06
"20303","2017","04","25",23,259,416,4937,2680,267,53,1046,1166,7075,14,104,39,278,7170,26962,48.88
"20304","2017","04","26",24,261,421,4879,2685,246,54,948,918,7076,13,101,37,272,6805,25550,49.72
"20305","2017","04","26",1,268,427,4457,2556,251,331,937,678,7078,13,93,37,268,6973,24189,45.63
"20306","2017","04","26",2,277,457,4182,2460,250,657,933,788,7080,14,93,37,273,7072,23402,44.44
"20307","2017","04","26",3,278,464,4145,2355,251,808,938,599,7080,15,91,35,278,7238,22985,44.46
"20308","2017","04","26",4,280,466,4105,2251,242,1122,935,677,7081,15,90,34,282,7394,22754,44.32
"20309","2017","04","26",5,278,447,4134,2246,244,1015,948,825,7083,15,92,34,281,7179,23267,44.89
"20310","2017","04","26",6,275,435,4127,2391,249,458,959,1009,7084,15,95,27,275,7559,25354,48.99
"20311","2017","04","26",7,275,408,4311,2786,264,76,999,1941,7079,17,102,54,294,7522,28140,57.32
"20312","2017","04","26",8,281,402,4353,3110,272,3,1024,3029,7075,15,102,377,299,7319,29817,61.46
"20313","2017","04","26",9,285,438,4657,3262,271,0,1061,3382,7076,15,103,979,297,7231,30757,61.43
"20314","2017","04","26",10,276,429,4788,3406,269,0,1049,3490,7074,13,105,1655,302,7658,31229,60.88
"20315","2017","04","26",11,285,441,4595,3473,272,0,1048,2894,7075,11,103,2263,295,8069,31697,59.8
"20316","2017","04","26",12,266,449,4578,3478,273,0,1090,2704,7074,13,102,2722,298,7739,32063,59.74
"20317","2017","04","26",13,265,452,4590,3445,273,0,1119,2592,7075,16,103,2771,300,7838,32087,59.6
"20318","2017","04","26",14,283,431,4597,3413,269,5,1098,1643,7075,25,103,2785,293,8298,31005,56.89
"20319","2017","04","26",15,286,423,4506,3338,273,54,1018,1009,7073,26,103,2595,301,8632,30192,55.74
"20320","2017","04","26",16,276,429,4509,3384,277,54,1028,1078,7071,26,104,2160,295,8735,29925,55.35
"20321","2017","04","26",17,275,442,4592,3412,277,55,1039,1133,7060,27,104,1585,291,8932,29865,53.98
"20322","2017","04","26",18,282,428,4511,3344,275,54,998,869,7064,27,107,1074,288,9475,29476,51.75
"20323","2017","04","26",19,285,424,4249,3253,270,59,989,867,7071,26,107,637,290,9702,29680,52.91
"20324","2017","04","26",20,278,399,4300,3084,273,84,1025,1272,7072,26,107,263,289,9670,30600,56.96
"20325","2017","04","26",21,277,423,4593,3166,278,20,1080,2671,7074,26,106,119,288,9296,32089,60.15
"20326","2017","04","26",22,269,421,4371,2943,279,89,1070,1432,7075,26,108,99,286,9107,29835,58.56
"20327","2017","04","26",23,264,407,4421,2706,279,264,1009,1069,7001,26,108,99,283,8434,27202,52.31
"20328","2017","04","27",24,264,409,4251,2454,255,644,937,1102,6823,26,97,99,275,8037,25799,45.2
"20329","2017","04","27",1,262,444,4466,2640,247,975,912,925,6640,27,96,98,275,7728,24343,43.14
"20330","2017","04","27",2,263,434,4266,2470,244,1149,909,758,6463,27,95,97,273,7827,23485,42.63
"20331","2017","04","27",3,263,432,4232,2501,247,1365,912,800,6267,27,95,97,275,7687,23163,42.86
"20332","2017","04","27",4,261,433,4478,2738,243,1479,907,730,6100,27,97,98,274,7343,23001,42.7
"20333","2017","04","27",5,262,428,4546,2857,243,1335,908,912,6074,27,96,98,274,7130,23462,43.31
"20334","2017","04","27",6,254,423,4902,3056,245,491,924,1241,6073,27,98,99,280,6812,25554,48.35
"20335","2017","04","27",7,252,486,5279,3332,260,0,970,2086,6074,27,104,116,280,6714,28163,57.65
"20336","2017","04","27",8,260,531,5536,3484,273,0,1074,4534,6075,26,104,322,284,6274,30364,62.35
"20337","2017","04","27",9,255,557,5060,3595,277,0,1148,4986,6077,19,103,922,281,6725,31577,61.88
"20338","2017","04","27",10,254,546,4936,3542,277,0,1135,3694,6077,18,101,1786,276,7490,32052,59.35
"20339","2017","04","27",11,254,535,4692,3598,267,0,1017,2519,6078,19,99,2452,277,7833,32283,57.48
"20340","2017","04","27",12,255,530,4385,3475,266,0,1098,2687,6079,16,99,2830,277,7677,32529,54.62
"20341","2017","04","27",13,258,518,4133,3351,279,0,1005,2308,6077,16,101,2994,274,7689,32318,54.13
"20342","2017","04","27",14,246,511,4248,3300,281,0,979,1673,6079,17,102,3030,274,7670,31144,50.35
"20343","2017","04","27",15,240,520,4253,3229,277,0,970,1698,6081,23,101,3019,274,7464,30480,48.68
"20344","2017","04","27",16,248,528,4260,3155,275,0,954,2387,6081,28,103,2650,290,7547,30229,48.9
"20345","2017","04","27",17,247,510,4335,3129,276,0,957,2210,6083,27,104,2204,282,8134,30139,48.41
"20346","2017","04","27",18,250,496,4635,3315,280,0,963,1952,6081,23,108,1697,287,8430,29793,51.32
"20347","2017","04","27",19,244,501,4892,3529,285,0,965,2012,6082,16,109,979,285,8684,29845,55.06
"20348","2017","04","27",20,251,505,4779,3568,287,0,976,2102,6084,14,107,439,277,8722,30792,56.48
"20349","2017","04","27",21,254,513,4661,3558,287,0,973,3153,6083,14,108,284,298,8630,32360,59.81
"20350","2017","04","27",22,247,486,4726,3423,287,0,967,2000,6084,15,108,262,299,8928,30224,57.54
"20351","2017","04","27",23,244,460,4526,3198,285,130,941,957,6083,13,107,207,296,9188,27506,52.08
"20352","2017","04","28",24,248,408,4098,2577,262,750,882,684,6090,15,97,103,292,9680,26023,46.13
"20353","2017","04","28",1,250,402,3890,2251,252,1776,842,613,6129,16,97,65,287,10175,24367,43.49
"20354","2017","04","28",2,256,396,3816,2097,253,3031,820,486,6193,15,97,41,284,10485,23446,41.16
"20355","2017","04","28",3,258,351,3981,2171,253,3459,822,579,6276,16,96,27,287,10343,23175,40.92
"20356","2017","04","28",4,258,351,3925,2122,251,3326,807,641,6364,16,94,28,284,9995,23009,40.75
"20357","2017","04","28",5,258,449,3898,2263,254,2766,809,539,6433,16,96,27,286,9781,23492,41.58
"20358","2017","04","28",6,255,457,3992,2713,258,1023,839,776,6445,16,94,28,289,9762,25518,46.99
"20359","2017","04","28",7,256,439,4619,3054,273,162,846,1082,6463,16,98,82,295,9444,28483,56.74
"20360","2017","04","28",8,263,501,4715,3472,273,0,876,3095,6465,14,99,394,297,8709,30878,60.61
"20361","2017","04","28",9,262,503,4538,3534,274,0,938,3103,6468,9,95,884,288,8352,31963,59.11
"20362","2017","04","28",10,260,531,4136,3476,271,0,959,3009,6469,10,94,1311,284,7918,32371,59.06
"20363","2017","04","28",11,264,532,4357,3542,280,0,962,2986,6470,11,94,1583,286,7358,32424,59.38
"20364","2017","04","28",12,264,529,4426,3576,271,0,968,2926,6467,8,97,1796,298,7022,32630,60.63
"20365","2017","04","28",13,270,528,4495,3572,272,0,961,3001,6468,8,100,1885,297,6616,32378,61.01
"20366","2017","04","28",14,266,514,4591,3588,281,0,969,2927,6470,8,100,1873,297,6335,31132,60.02
"20367","2017","04","28",15,262,504,4493,3595,289,0,942,2972,6469,11,97,1783,297,6272,30154,59.65
"20368","2017","04","28",16,258,502,4488,3586,285,0,934,2238,6469,19,97,1540,296,6318,29621,59.04
"20369","2017","04","28",17,248,506,4524,3616,279,0,942,2417,6471,22,99,1248,280,6432,29341,59
"20370","2017","04","28",18,251,506,4572,3574,280,0,933,2165,6467,25,101,909,292,6529,28959,58.25
"20371","2017","04","28",19,249,521,4626,3571,292,0,918,1694,6459,28,101,497,299,6617,28889,56.89
"20372","2017","04","28",20,253,502,4423,3456,299,0,912,2068,6475,32,100,139,299,6721,29594,57.9
"20373","2017","04","28",21,257,507,4521,3576,304,0,920,3993,6475,29,100,28,317,6889,31267,60.13
"20374","2017","04","28",22,248,498,4547,3496,305,0,899,2762,6477,8,100,26,321,6796,29647,58.44
"20375","2017","04","28",23,244,500,4310,3445,298,0,857,1344,6477,8,99,29,317,6452,27422,55.65
"20376","2017","04","29",24,247,451,3887,3189,271,54,800,953,6477,10,97,28,303,6063,25854,52.82
"20377","2017","04","29",1,250,460,3721,3076,265,179,785,1066,6477,10,95,28,291,5715,24247,52.82
"20378","2017","04","29",2,248,455,3614,2877,263,409,758,628,6478,9,94,27,284,5635,22978,52.17
"20379","2017","04","29",3,245,435,3590,2708,249,846,750,714,6477,10,95,27,306,5500,22303,53.36
"20380","2017","04","29",4,248,447,3602,2786,260,791,745,702,6476,8,96,26,319,5248,21921,52.22
"20381","2017","04","29",5,247,453,3670,2918,246,621,741,621,6477,9,95,26,324,5029,21830,52.52
"20382","2017","04","29",6,248,453,3715,2990,244,444,744,712,6476,9,96,26,317,4916,22233,52.35
"20383","2017","04","29",7,248,477,3723,3060,245,443,761,687,6480,12,94,69,306,4720,22717,53.4
"20384","2017","04","29",8,252,482,3919,3071,244,121,817,1534,6491,12,94,282,311,4464,24430,55.5
"20385","2017","04","29",9,254,503,3514,3229,245,5,866,3112,6506,13,96,606,314,4348,26852,56.57
"20386","2017","04","29",10,253,510,3579,3169,245,0,891,3906,6547,13,96,894,311,4613,28478,57.34
"20387","2017","04","29",11,254,514,3589,3192,245,0,875,3359,6613,13,96,1179,309,4899,28731,57.28
"20388","2017","04","29",12,251,552,3635,3232,245,0,883,2532,6702,13,95,1419,309,5423,28839,57.14
"20389","2017","04","29",13,247,533,3554,3083,245,0,858,2193,6786,14,96,1682,309,6060,28764,56.47
"20390","2017","04","29",14,243,498,3651,2927,240,0,834,1945,6827,14,96,1774,310,6361,28167,53.7
"20391","2017","04","29",15,244,351,3591,2529,239,5,843,1268,6855,14,87,1842,312,6779,26832,47.81
"20392","2017","04","29",16,253,234,3429,2253,236,151,847,777,6885,15,88,1809,310,7288,25969,45.93
"20393","2017","04","29",17,249,217,3321,1876,238,250,844,601,6914,16,90,1804,302,7670,25544,45.11
"20394","2017","04","29",18,251,196,3458,1824,237,788,838,564,6940,16,93,1847,303,7920,25388,45.95
"20395","2017","04","29",19,251,200,3696,1991,238,1106,835,599,6949,16,93,1476,299,7785,25628,46.35
"20396","2017","04","29",20,257,212,3735,2244,237,615,805,800,6968,16,94,784,313,7864,26585,48.48
"20397","2017","04","29",21,255,203,3849,2276,237,1,802,1733,6985,16,94,338,316,7777,28632,54.65
"20398","2017","04","29",22,258,250,3703,2206,233,0,784,1768,6993,16,92,264,318,8126,27740,52.87
"20399","2017","04","29",23,247,223,3669,1994,236,342,766,1464,6992,16,90,221,305,8688,25887,47.81
"20400","2017","04","30",24,244,98,3708,1608,193,1439,754,1429,6998,16,90,85,298,8991,24120,43.98
"20401","2017","04","30",1,247,0,3791,1525,189,1715,748,1248,7005,16,92,62,302,9273,22485,41.94
"20402","2017","04","30",2,250,0,3819,1470,188,2455,740,1006,7005,15,82,55,294,9366,21249,35.63
"20403","2017","04","30",3,255,0,4003,1393,188,2827,734,967,7005,14,82,39,300,9267,20525,32.73
"20404","2017","04","30",4,254,0,3975,1419,180,3084,730,803,7016,16,79,39,298,9621,20100,29.67
"20405","2017","04","30",5,254,0,3712,1400,182,3117,726,603,7028,16,79,39,292,10558,20041,27.88
"20406","2017","04","30",6,256,0,3613,1301,182,3228,729,518,7040,16,82,39,296,11069,20255,26.4
"20407","2017","04","30",7,252,0,3554,1203,183,3394,742,619,7049,15,81,76,282,11318,20220,25.04
"20408","2017","04","30",8,252,0,3771,1390,183,3541,786,925,7048,15,80,359,283,11801,21171,29.37
"20409","2017","04","30",9,255,0,3608,1425,183,3548,797,1364,7047,14,78,965,284,12339,23204,29.28
"20410","2017","04","30",10,249,0,3362,1387,178,3321,803,1315,7047,14,81,1706,284,12853,24914,25.24
"20411","2017","04","30",11,245,0,3081,1222,170,3420,777,1180,7047,14,83,2174,285,13344,25699,22.12
"20412","2017","04","30",12,242,0,2999,1174,168,3530,820,1307,7048,15,82,2306,291,13407,25983,21.92
"20413","2017","04","30",13,241,0,2813,1124,168,3504,819,888,7048,15,79,2327,291,13251,26202,17.83
"20414","2017","04","30",14,246,0,2853,1164,170,3464,838,880,7042,15,80,2380,290,12394,25853,16.7
"20415","2017","04","30",15,247,0,2771,1133,170,3833,842,748,7039,14,81,2259,288,11387,24359,14.77
"20416","2017","04","30",16,247,0,2736,1093,170,3847,834,819,7046,13,80,2012,285,10887,23631,14.65
"20417","2017","04","30",17,248,0,2896,1143,169,3512,832,833,7057,13,79,1735,265,12859,23247,16.18
"20418","2017","04","30",18,252,0,2959,1158,170,3270,852,1063,7060,14,78,1281,268,13109,23219,19.74
"20419","2017","04","30",19,257,0,2947,1156,176,2899,854,1118,7062,14,78,858,276,12464,23555,26.11
"20420","2017","04","30",20,260,0,3057,1192,181,2757,885,1634,7065,15,82,357,293,11177,24610,32.27
"20421","2017","04","30",21,266,0,3174,1231,183,1362,895,2151,7070,15,87,135,326,10101,26738,45.16
"20422","2017","04","30",22,256,0,3375,1235,183,1346,886,1678,7069,15,83,123,324,10652,26441,43.98
"20423","2017","04","30",23,239,0,3586,1396,190,2045,867,1501,7069,14,85,122,325,9839,24915,43.23
"20424","2017","05","01",24,359,919,4689,6387,304,479,479,601,7106,60,104,36,314,7170,28002,45.13
"20425","2017","05","01",1,361,893,4585,6041,304,836,457,370,7103,60,105,36,316,7166,25528,39.89
"20426","2017","05","01",2,359,909,4590,6019,299,1089,452,889,7103,59,105,35,303,7355,24080,37.82
"20427","2017","05","01",3,353,923,4475,5710,295,2160,450,456,7104,58,101,36,302,7362,23359,39.62
"20428","2017","05","01",4,355,913,4450,4930,293,3663,455,385,7105,59,102,36,308,6918,23152,42.05
"20429","2017","05","01",5,356,912,4310,5074,297,2527,447,394,7105,58,103,32,317,7351,23560,42.99
"20430","2017","05","01",6,363,923,4485,5972,297,621,449,624,7104,59,104,31,310,7343,25446,45.93
"20431","2017","05","01",7,361,882,5104,6391,301,193,461,1302,7101,61,105,38,302,7239,28714,46.25
"20432","2017","05","01",8,360,887,6376,6466,299,0,494,1764,7101,61,103,55,287,7140,31328,48.05
"20433","2017","05","01",9,361,893,7204,6741,304,0,539,2822,7099,54,102,506,278,6819,33618,47.54
"20434","2017","05","01",10,363,949,7501,6844,304,0,553,3451,7098,50,103,1393,284,6249,34626,47.68
"20435","2017","05","01",11,355,902,7394,6836,296,0,580,3806,7099,51,105,2078,287,5626,34604,46.27
"20436","2017","05","01",12,356,904,7032,6798,297,4,551,3243,7100,51,103,2650,292,5285,33828,48.31
"20437","2017","05","01",13,355,683,6715,6703,298,66,569,2763,7100,51,103,2932,298,5084,33404,49.48
"20438","2017","05","01",14,354,593,6572,6509,298,175,552,2028,7099,52,108,3017,303,4920,32084,49.21
"20439","2017","05","01",15,354,594,6512,6382,302,255,532,1745,7099,52,109,2882,304,4806,30853,45.95
"20440","2017","05","01",16,355,594,6624,6517,310,173,540,1899,7099,53,108,2235,293,4723,30444,44.74
"20441","2017","05","01",17,355,594,6751,6626,314,3,571,3053,7096,52,110,958,298,4890,30464,45.69
"20442","2017","05","01",18,353,594,6694,6632,313,0,611,3765,7097,51,111,182,297,5537,31777,47.82
"20443","2017","05","01",19,350,588,6440,6566,313,23,605,3790,7098,53,109,56,302,5785,31865,50.59
"20444","2017","05","01",20,354,541,6282,6306,313,164,568,2616,7100,51,109,53,313,5784,31820,56.99
"20445","2017","05","01",21,361,588,6499,6149,314,423,547,1922,7102,53,107,33,322,5710,31717,63.03
"20446","2017","05","01",22,356,592,6430,6252,315,305,521,1460,7101,60,105,30,332,5613,30382,63.2
"20447","2017","05","01",23,355,592,5977,6351,312,9,505,1824,7098,59,105,30,337,5384,28466,59.84
"20448","2017","05","02",24,360,246,3538,1802,217,1678,1341,1471,6714,56,82,22,285,12409,25564,59.04
"20449","2017","05","02",1,341,193,3519,1646,171,2995,1245,1538,6727,55,81,20,282,12754,23739,58.65
"20450","2017","05","02",2,317,118,3335,1569,165,4250,1193,1403,6735,55,74,20,267,12914,22473,58.27
"20451","2017","05","02",3,314,0,3356,1425,172,4438,1196,1424,6746,56,73,20,267,12582,21708,57.16
"20452","2017","05","02",4,313,0,3229,1247,187,4523,1209,1522,6756,56,72,20,268,12224,21337,56.05
"20453","2017","05","02",5,309,0,3497,1289,162,4516,1196,1511,6768,56,69,19,269,11892,21382,57.19
"20454","2017","05","02",6,308,0,3479,1306,141,4504,1167,1678,6779,56,65,19,270,11992,21719,57.5
"20455","2017","05","02",7,312,0,3516,1391,147,4498,1164,1691,6790,57,67,42,266,12631,22500,57.8
"20456","2017","05","02",8,316,0,3245,1364,152,4358,1191,1557,6803,57,64,81,267,13186,22874,59.71
"20457","2017","05","02",9,314,0,3813,1385,142,3978,1277,1872,6815,57,67,662,272,13060,24867,60.44
"20458","2017","05","02",10,312,0,3563,1477,143,2525,1323,1894,6828,57,73,1453,284,13476,26967,59.2
"20459","2017","05","02",11,313,0,3139,1357,151,2037,1431,1760,6838,56,73,2030,285,13918,27774,59.02
"20460","2017","05","02",12,314,0,3404,1397,180,2350,1435,1788,6851,57,72,2421,281,14137,28021,58.97
"20461","2017","05","02",13,315,0,3574,1473,201,1909,1438,1637,6860,57,74,2536,286,13951,28279,59.15
"20462","2017","05","02",14,312,0,3628,1536,202,1732,1440,1643,6872,57,76,2520,286,13494,27898,58.44
"20463","2017","05","02",15,310,0,3349,1461,202,2396,1441,1810,6882,57,77,2345,284,13179,26458,57.75
"20464","2017","05","02",16,315,0,3288,1417,202,2595,1452,1740,6891,58,75,1942,286,13166,25724,57.1
"20465","2017","05","02",17,337,0,3450,1414,207,2110,1448,1930,6895,58,76,1193,289,12982,25490,57.54
"20466","2017","05","02",18,360,0,3461,1409,228,882,1471,2501,6891,58,83,325,299,12860,27087,57.18
"20467","2017","05","02",19,356,0,3814,1569,234,4,1487,4721,6914,58,83,70,298,12411,29948,57.57
"20468","2017","05","02",20,359,0,3610,1655,236,5,1489,4628,6928,59,82,63,300,12601,31242,59.23
"20469","2017","05","02",21,351,0,3343,1661,239,169,1485,3121,6941,59,83,27,300,12882,31375,62.02
"20470","2017","05","02",22,348,0,3499,1615,244,482,1470,3160,6954,59,84,25,298,13151,30329,59.59
"20471","2017","05","02",23,350,0,3600,1522,245,272,1401,2002,6960,58,84,25,297,12909,27868,57.05
"20472","2017","05","03",24,333,0,3272,1494,244,88,1139,1770,7108,59,89,18,289,8392,25773,55.5
"20473","2017","05","03",1,326,0,3104,1320,218,433,1087,1350,7109,60,88,18,279,8448,23843,49.24
"20474","2017","05","03",2,322,0,3135,1246,233,1421,1089,1167,7108,60,81,19,274,8527,22392,46.32
"20475","2017","05","03",3,323,0,3113,1222,239,2471,1070,882,7107,60,79,19,273,8878,21633,45.59
"20476","2017","05","03",4,323,0,3039,1207,230,2896,1073,812,7109,60,76,18,273,9377,21248,45.2
"20477","2017","05","03",5,324,0,2974,1103,235,3389,1072,878,7108,59,75,18,272,9516,21220,46.11
"20478","2017","05","03",6,324,0,3029,1071,238,3526,1079,829,7105,60,76,18,272,9949,21670,52.52
"20479","2017","05","03",7,323,0,3069,1082,240,3460,1081,779,7102,60,78,34,273,9832,21886,56.26
"20480","2017","05","03",8,330,0,3292,1147,242,2998,1159,892,7103,61,80,226,272,9476,22702,61.48
"20481","2017","05","03",9,336,0,3268,1235,245,1093,1200,1305,7104,61,86,578,273,8819,25001,60.33
"20482","2017","05","03",10,335,0,3363,1521,250,73,1236,1695,7103,61,86,864,278,8233,26968,58.67
"20483","2017","05","03",11,330,0,3365,1887,250,72,1253,1966,7102,61,88,1119,274,8140,27832,58.43
